,true_value,predicted_value,is_correct
1663,5,5,1
1664,1,0,0
1665,3,0,0
1666,5,7,0
1667,4,2,0
1668,5,5,1
1669,0,0,1
1670,4,0,0
1671,4,2,0
1672,1,0,0
1673,4,2,0
1674,4,0,0
1675,8,5,0
1676,4,2,0
1677,5,5,1
1678,9,7,0
1679,4,2,0
1680,1,0,0
1681,1,0,0
1682,7,7,1
1683,2,3,0
1684,3,0,0
1685,5,5,1
1686,0,0,1
1687,3,0,0
1688,9,2,0
1689,7,7,1
1690,5,5,1
1691,3,0,0
1692,8,7,0
1693,8,2,0
1694,8,7,0
1695,9,7,0
1696,1,0,0
1697,1,7,0
1698,6,0,0
1699,3,0,0
1700,1,0,0
1701,6,2,0
1702,3,0,0
1703,4,2,0
1704,9,3,0
1705,9,0,0
1706,6,0,0
1707,0,0,1
1708,6,0,0
1709,9,2,0
1710,4,0,0
1711,9,7,0
1712,6,2,0
1713,6,0,0
1714,1,0,0
1715,8,7,0
1716,9,3,0
1717,2,2,1
1718,9,0,0
1719,4,0,0
1720,8,2,0
1721,0,0,1
1722,7,7,1
1723,2,3,0
1724,3,0,0
1725,6,0,0
1726,2,2,1
1727,5,5,1
1728,6,0,0
1729,1,0,0
1730,9,2,0
1731,0,0,1
1732,2,0,0
1733,2,2,1
1734,9,7,0
1735,9,7,0
1736,0,3,0
1737,8,2,0
1738,3,0,0
1739,6,0,0
1740,6,0,0
1741,6,0,0
1742,0,0,1
1743,2,2,1
1744,6,0,0
1745,6,5,0
1746,6,0,0
1747,5,7,0
1748,0,0,1
1749,2,0,0
1750,7,7,1
1751,8,0,0
1752,7,7,1
1753,4,2,0
1754,6,0,0
1755,6,0,0
1756,6,0,0
1757,5,5,1
1758,2,0,0
1759,4,3,0
1760,2,2,1
1761,9,7,0
1762,5,5,1
1763,2,3,0
1764,6,0,0
1765,7,7,1
1766,0,0,1
1767,1,0,0
1768,9,7,0
1769,5,7,0
1770,5,7,0
1771,6,0,0
1772,7,7,1
1773,7,7,1
1774,5,5,1
1775,0,0,1
1776,5,5,1
1777,0,0,1
1778,8,0,0
1779,4,2,0
1780,7,7,1
1781,9,7,0
1782,8,0,0
1783,2,2,1
1784,4,3,0
1785,7,5,0
1786,3,0,0
1787,3,0,0
1788,7,7,1
1789,7,7,1
1790,7,7,1
1791,8,3,0
1792,4,2,0
1793,9,2,0
1794,5,7,0
1795,7,7,1
1796,6,0,0
1797,5,7,0
1798,7,7,1
1799,5,7,0
1800,1,0,0
1801,3,0,0
1802,0,0,1
1803,4,0,0
1804,9,7,0
1805,9,7,0
1806,8,3,0
1807,3,0,0
1808,7,7,1
1809,0,0,1
1810,3,0,0
1811,4,0,0
1812,9,2,0
1813,3,0,0
1814,4,0,0
1815,1,0,0
1816,7,7,1
1817,9,7,0
1818,1,0,0
1819,5,0,0
1820,7,7,1
1821,2,5,0
1822,7,7,1
1823,6,0,0
1824,5,7,0
1825,5,7,0
1826,3,0,0
1827,7,7,1
1828,5,5,1
1829,5,7,0
1830,4,0,0
1831,0,0,1
1832,7,7,1
1833,3,0,0
1834,3,0,0
1835,2,2,1
1836,0,0,1
1837,2,0,0
1838,9,2,0
1839,9,7,0
1840,0,0,1
1841,3,0,0
1842,0,0,1
1843,8,2,0
1844,3,0,0
1845,8,2,0
1846,8,5,0
1847,4,2,0
1848,4,2,0
1849,1,0,0
1850,8,2,0
1851,2,0,0
1852,3,2,0
1853,5,7,0
1854,0,0,1
1855,4,7,0
1856,4,2,0
1857,3,0,0
1858,0,0,1
1859,0,0,1
1860,1,0,0
1861,0,0,1
1862,8,0,0
1863,4,2,0
1864,9,5,0
1865,0,0,1
1866,7,7,1
1867,0,0,1
1868,7,7,1
1869,7,7,1
1870,1,0,0
1871,5,7,0
1872,8,7,0
1873,7,7,1
1874,2,2,1
1875,9,5,0
1876,9,5,0
1877,1,0,0
1878,2,2,1
1879,4,0,0
1880,1,0,0
1881,1,0,0
1882,1,0,0
1883,8,7,0
1884,8,2,0
1885,1,0,0
1886,3,0,0
1887,7,7,1
1888,5,7,0
1889,2,2,1
1890,0,0,1
1891,8,7,0
1892,4,2,0
1893,8,2,0
1894,9,7,0
1895,4,5,0
1896,1,0,0
1897,3,0,0
1898,1,0,0
1899,9,3,0
1900,8,2,0
1901,1,0,0
1902,1,0,0
1903,1,0,0
1904,8,3,0
1905,0,0,1
1906,9,2,0
1907,9,5,0
1908,7,7,1
1909,6,0,0
1910,0,0,1
1911,4,0,0
1912,2,2,1
1913,1,0,0
1914,1,0,0
1915,7,7,1
1916,9,7,0
1917,4,2,0
1918,2,2,1
1919,0,0,1
1920,3,0,0
1921,6,0,0
1922,6,2,0
1923,8,2,0
1924,1,0,0
1925,7,7,1
1926,2,2,1
1927,4,2,0
1928,2,3,0
1929,2,2,1
1930,3,0,0
1931,8,3,0
1932,7,7,1
1933,1,0,0
1934,8,2,0
1935,5,7,0
1936,5,5,1
1937,7,7,1
1938,7,7,1
1939,6,2,0
1940,6,0,0
1941,2,3,0
1942,9,2,0
1943,6,0,0
1944,6,0,0
1945,0,0,1
1946,5,5,1
1947,5,2,0
1948,0,0,1
1949,2,2,1
1950,1,0,0
1951,0,0,1
1952,3,0,0
1953,5,7,0
1954,9,3,0
1955,1,0,0
1956,7,7,1
1957,2,2,1
1958,5,3,0
1959,7,7,1
1960,9,7,0
1961,8,2,0
1962,9,7,0
1963,1,0,0
1964,2,0,0
1965,8,7,0
1966,3,0,0
1967,2,3,0
1968,3,0,0
1969,6,0,0
1970,0,0,1
1971,8,0,0
1972,3,0,0
1973,8,2,0
1974,6,0,0
1975,8,0,0
1976,6,0,0
1977,0,0,1
1978,8,2,0
1979,8,7,0
1980,8,0,0
1981,2,2,1
1982,9,2,0
1983,3,0,0
1984,2,2,1
1985,0,0,1
1986,8,2,0
1987,5,7,0
1988,7,7,1
1989,0,0,1
1990,1,0,0
1991,1,0,0
1992,1,0,0
1993,9,5,0
1994,5,7,0
1995,1,0,0
1996,3,0,0
1997,3,0,0
1998,6,3,0
1999,0,0,1
2000,8,0,0
2001,2,0,0
2002,1,0,0
2003,3,0,0
2004,8,0,0
2005,8,2,0
2006,6,0,0
2007,7,7,1
2008,5,5,1
2009,6,0,0
2010,6,0,0
2011,7,7,1
2012,3,0,0
2013,3,0,0
2014,2,2,1
2015,4,3,0
2016,6,2,0
2017,5,5,1
2018,5,7,0
2019,4,2,0
2020,2,2,1
2021,3,0,0
2022,7,3,0
2023,1,0,0
2024,1,0,0
2025,7,7,1
2026,3,0,0
2027,8,7,0
2028,7,7,1
2029,2,2,1
2030,2,2,1
2031,9,2,0
2032,3,0,0
2033,9,7,0
2034,9,7,0
2035,0,0,1
2036,1,0,0
2037,5,7,0
2038,1,0,0
2039,2,0,0
2040,8,2,0
2041,1,5,0
2042,4,2,0
2043,9,2,0
2044,3,0,0
2045,4,2,0
2046,0,0,1
2047,0,0,1
2048,7,7,1
2049,6,0,0
2050,9,3,0
2051,9,2,0
2052,5,5,1
2053,5,7,0
2054,7,7,1
2055,0,0,1
2056,9,7,0
2057,3,0,0
2058,3,0,0
2059,6,0,0
2060,9,5,0
2061,8,0,0
2062,4,0,0
2063,2,2,1
2064,2,0,0
2065,3,0,0
2066,9,2,0
2067,4,0,0
2068,3,0,0
2069,6,2,0
2070,7,7,1
2071,3,0,0
2072,0,0,1
2073,4,0,0
2074,8,7,0
2075,1,0,0
2076,8,0,0
2077,7,7,1
2078,3,0,0
2079,4,2,0
2080,5,7,0
2081,2,2,1
2082,2,2,1
2083,9,5,0
2084,1,0,0
2085,9,7,0
2086,4,2,0
2087,9,3,0
2088,1,0,0
2089,6,5,0
2090,2,2,1
2091,8,3,0
2092,8,2,0
2093,7,7,1
2094,7,7,1
2095,7,7,1
2096,7,7,1
2097,2,2,1
2098,6,0,0
2099,0,0,1
2100,7,7,1
2101,5,5,1
2102,8,0,0
2103,5,3,0
2104,6,0,0
2105,0,0,1
2106,2,5,0
2107,4,0,0
2108,9,2,0
2109,2,2,1
2110,6,2,0
2111,1,0,0
2112,1,5,0
2113,9,7,0
2114,3,0,0
2115,1,0,0
2116,2,2,1
2117,2,2,1
2118,2,0,0
2119,3,0,0
2120,7,7,1
2121,5,7,0
2122,7,7,1
2123,4,0,0
2124,4,2,0
2125,4,0,0
2126,1,0,0
2127,2,2,1
2128,3,0,0
2129,5,7,0
2130,4,2,0
2131,2,0,0
2132,9,2,0
2133,1,0,0
2134,5,7,0
2135,9,3,0
2136,3,0,0
2137,6,3,0
2138,6,0,0
2139,4,0,0
2140,0,0,1
2141,1,0,0
2142,7,7,1
2143,7,7,1
2144,4,2,0
2145,6,0,0
2146,7,7,1
2147,7,7,1
2148,3,0,0
2149,0,0,1
2150,4,0,0
2151,3,0,0
2152,2,2,1
2153,7,7,1
2154,8,2,0
2155,7,7,1
2156,2,2,1
2157,8,2,0
2158,0,0,1
2159,8,3,0
2160,7,7,1
2161,4,2,0
2162,6,0,0
2163,2,2,1
2164,7,7,1
2165,0,0,1
2166,9,7,0
2167,9,7,0
2168,3,0,0
2169,1,0,0
2170,5,5,1
2171,9,2,0
2172,3,0,0
2173,1,0,0
2174,0,0,1
2175,3,0,0
2176,3,0,0
2177,5,5,1
2178,9,7,0
2179,7,7,1
2180,9,7,0
2181,8,2,0
2182,3,0,0
2183,5,3,0
2184,9,2,0
2185,3,0,0
2186,7,7,1
2187,9,2,0
2188,3,0,0
2189,4,0,0
2190,6,0,0
2191,6,0,0
2192,5,5,1
2193,7,7,1
2194,7,7,1
2195,6,2,0
2196,3,0,0
2197,5,7,0
2198,3,0,0
2199,1,0,0
2200,1,0,0
2201,9,7,0
2202,4,2,0
2203,3,0,0
2204,9,7,0
2205,5,5,1
2206,5,5,1
2207,7,7,1
2208,2,2,1
2209,4,0,0
2210,9,3,0
2211,0,0,1
2212,2,2,1
2213,1,0,0
2214,9,3,0
2215,7,7,1
2216,1,0,0
2217,5,5,1
2218,0,0,1
2219,5,3,0
2220,5,7,0
2221,0,0,1
2222,3,0,0
2223,5,0,0
2224,0,0,1
2225,3,0,0
2226,3,0,0
2227,7,7,1
2228,4,0,0
2229,2,2,1
2230,6,0,0
2231,8,2,0
2232,5,5,1
2233,9,2,0
2234,2,2,1
2235,1,0,0
2236,0,0,1
2237,5,7,0
2238,5,7,0
2239,8,0,0
2240,5,5,1
2241,3,0,0
2242,7,7,1
2243,4,2,0
2244,4,0,0
2245,3,0,0
2246,9,7,0
2247,6,0,0
2248,0,0,1
2249,0,0,1
2250,9,2,0
2251,1,0,0
2252,4,2,0
2253,3,0,0
2254,1,0,0
2255,5,7,0
2256,3,0,0
2257,8,7,0
2258,5,5,1
2259,1,0,0
2260,1,0,0
2261,2,2,1
2262,9,2,0
2263,4,0,0
2264,0,0,1
2265,5,5,1
2266,2,0,0
2267,8,2,0
2268,0,0,1
2269,2,2,1
2270,9,2,0
2271,8,0,0
2272,2,3,0
2273,4,3,0
2274,8,2,0
2275,3,0,0
2276,8,2,0
2277,0,0,1
2278,2,2,1
2279,0,5,0
2280,0,0,1
2281,4,2,0
2282,8,2,0
2283,5,5,1
2284,4,0,0
2285,9,2,0
2286,0,0,1
2287,9,7,0
2288,5,5,1
2289,8,7,0
2290,6,0,0
2291,9,2,0
2292,1,0,0
2293,2,0,0
2294,7,7,1
2295,2,2,1
2296,1,0,0
2297,6,2,0
2298,6,0,0
2299,0,0,1
2300,6,2,0
2301,5,5,1
2302,0,0,1
2303,4,2,0
2304,8,2,0
2305,5,7,0
2306,5,7,0
2307,2,2,1
2308,0,0,1
2309,3,0,0
2310,8,0,0
2311,6,0,0
2312,3,0,0
2313,1,0,0
2314,9,3,0
2315,2,2,1
2316,9,7,0
2317,7,7,1
2318,3,3,1
2319,6,0,0
2320,4,2,0
2321,8,2,0
2322,3,3,1
2323,4,2,0
2324,8,0,0
2325,5,7,0
2326,6,3,0
2327,8,0,0
2328,3,0,0
2329,3,0,0
2330,1,0,0
2331,4,2,0
2332,2,0,0
2333,0,0,1
2334,4,2,0
2335,9,3,0
2336,0,0,1
2337,2,0,0
2338,1,0,0
2339,9,7,0
2340,9,2,0
2341,8,2,0
2342,1,0,0
2343,8,7,0
2344,8,2,0
2345,3,0,0
2346,3,0,0
2347,3,0,0
2348,8,7,0
2349,5,5,1
2350,9,2,0
2351,6,3,0
2352,6,3,0
2353,8,2,0
2354,7,7,1
2355,0,0,1
2356,3,0,0
2357,0,0,1
2358,0,0,1
2359,0,0,1
2360,5,7,0
2361,7,7,1
2362,5,7,0
2363,0,0,1
2364,7,7,1
2365,9,0,0
2366,1,0,0
2367,6,0,0
2368,4,2,0
2369,8,2,0
2370,9,2,0
2371,3,0,0
2372,5,7,0
2373,6,0,0
2374,0,0,1
2375,4,2,0
2376,4,0,0
2377,7,7,1
2378,8,7,0
2379,9,5,0
2380,1,0,0
2381,8,0,0
2382,2,0,0
2383,5,5,1
2384,5,5,1
2385,3,0,0
2386,1,0,0
2387,1,0,0
2388,8,2,0
2389,8,7,0
2390,3,0,0
2391,0,0,1
2392,7,7,1
2393,0,0,1
2394,1,0,0
2395,8,2,0
2396,1,0,0
2397,6,0,0
2398,4,2,0
2399,9,5,0
2400,8,2,0
2401,9,3,0
2402,8,2,0
2403,8,2,0
2404,6,2,0
2405,9,2,0
2406,1,0,0
2407,8,7,0
2408,4,2,0
2409,2,3,0
2410,7,7,1
2411,7,7,1
2412,0,0,1
2413,5,5,1
2414,1,0,0
2415,1,0,0
2416,0,0,1
2417,6,0,0
2418,4,3,0
2419,3,0,0
2420,0,0,1
2421,4,0,0
2422,3,0,0
2423,5,7,0
2424,1,0,0
2425,6,3,0
2426,3,0,0
2427,3,0,0
2428,4,2,0
2429,4,0,0
2430,5,5,1
2431,6,0,0
2432,9,7,0
2433,8,0,0
2434,3,0,0
2435,3,0,0
2436,1,0,0
2437,0,0,1
2438,2,0,0
2439,1,0,0
2440,4,2,0
2441,4,0,0
2442,4,0,0
2443,8,0,0
2444,4,2,0
2445,9,2,0
2446,0,0,1
2447,9,0,0
2448,9,7,0
2449,5,7,0
2450,0,0,1
2451,6,2,0
2452,0,0,1
2453,5,5,1
2454,0,0,1
2455,3,0,0
2456,9,2,0
2457,8,7,0
2458,3,0,0
2459,6,0,0
2460,1,0,0
2461,9,5,0
2462,4,2,0
2463,1,0,0
2464,6,0,0
2465,4,0,0
2466,5,5,1
2467,4,2,0
2468,1,0,0
2469,6,2,0
2470,8,0,0
2471,5,5,1
2472,9,2,0
2473,4,2,0
2474,5,7,0
2475,3,0,0
2476,8,0,0
2477,8,7,0
2478,1,0,0
2479,0,3,0
2480,6,0,0
2481,8,2,0
2482,9,2,0
2483,0,0,1
2484,5,5,1
2485,6,0,0
2486,2,2,1
2487,4,5,0
2488,9,7,0
2489,3,0,0
2490,2,2,1
2491,6,2,0
2492,8,2,0
2493,5,7,0
2494,9,3,0
2495,2,2,1
2496,3,0,0
2497,1,0,0
2498,6,0,0
2499,3,0,0
2500,6,2,0
2501,2,0,0
2502,7,7,1
2503,2,0,0
2504,1,0,0
2505,2,2,1
2506,0,0,1
2507,3,0,0
2508,0,0,1
2509,4,2,0
2510,8,2,0
2511,5,7,0
2512,0,0,1
2513,8,2,0
2514,5,7,0
2515,2,0,0
2516,7,7,1
2517,8,2,0
2518,1,0,0
2519,5,7,0
2520,9,7,0
2521,8,5,0
2522,0,0,1
2523,9,7,0
2524,0,0,1
2525,9,0,0
2526,3,0,0
2527,9,7,0
2528,5,5,1
2529,7,7,1
2530,9,2,0
2531,6,2,0
2532,0,0,1
2533,7,7,1
2534,1,0,0
2535,5,7,0
2536,5,5,1
2537,9,5,0
2538,5,5,1
2539,4,0,0
2540,6,0,0
2541,2,2,1
2542,4,3,0
2543,5,5,1
2544,9,0,0
2545,7,7,1
2546,4,0,0
2547,2,2,1
2548,2,0,0
2549,9,7,0
2550,9,2,0
2551,6,0,0
2552,2,0,0
2553,1,0,0
2554,3,0,0
2555,7,7,1
2556,1,0,0
2557,8,7,0
2558,7,7,1
2559,9,7,0
2560,1,0,0
2561,8,0,0
2562,9,2,0
2563,3,0,0
2564,7,7,1
2565,7,7,1
2566,7,7,1
2567,1,0,0
2568,7,7,1
2569,4,0,0
2570,4,0,0
2571,0,0,1
2572,2,2,1
2573,4,0,0
2574,5,5,1
2575,2,2,1
2576,8,2,0
2577,9,5,0
2578,6,0,0
2579,8,3,0
2580,6,0,0
2581,0,0,1
2582,7,7,1
2583,7,7,1
2584,5,7,0
2585,0,0,1
2586,1,0,0
2587,9,5,0
2588,6,2,0
2589,0,0,1
2590,4,2,0
2591,9,5,0
2592,2,2,1
2593,2,2,1
2594,6,0,0
2595,7,7,1
2596,1,0,0
2597,0,0,1
2598,5,5,1
2599,0,7,0
2600,7,7,1
2601,2,2,1
2602,8,3,0
2603,6,2,0
2604,3,0,0
2605,6,0,0
2606,1,0,0
2607,7,7,1
2608,4,0,0
2609,8,2,0
2610,7,7,1
2611,4,2,0
2612,1,0,0
2613,7,7,1
2614,8,2,0
2615,2,0,0
2616,4,0,0
2617,4,0,0
2618,4,3,0
2619,4,0,0
2620,1,0,0
2621,8,2,0
2622,6,0,0
2623,7,7,1
2624,2,2,1
2625,9,7,0
2626,4,2,0
2627,5,7,0
2628,0,0,1
2629,6,0,0
2630,3,0,0
2631,8,2,0
2632,8,2,0
2633,2,2,1
2634,0,0,1
2635,7,7,1
2636,2,3,0
2637,4,2,0
2638,0,0,1
2639,3,0,0
2640,1,0,0
2641,0,0,1
2642,8,0,0
2643,1,0,0
2644,7,7,1
2645,7,7,1
2646,2,3,0
2647,6,0,0
2648,3,0,0
2649,1,3,0
2650,2,3,0
2651,7,7,1
2652,0,0,1
2653,0,0,1
2654,0,0,1
2655,6,0,0
2656,2,7,0
2657,7,7,1
2658,2,3,0
2659,8,0,0
2660,3,0,0
2661,6,2,0
2662,3,0,0
2663,0,0,1
2664,9,5,0
2665,7,7,1
2666,3,0,0
2667,5,5,1
2668,4,0,0
2669,9,7,0
2670,6,2,0
2671,4,2,0
2672,5,5,1
2673,0,0,1
2674,6,0,0
2675,8,2,0
2676,4,0,0
2677,0,0,1
2678,4,0,0
2679,4,0,0
2680,0,0,1
2681,4,0,0
2682,1,0,0
2683,6,0,0
2684,4,0,0
2685,3,0,0
2686,7,7,1
2687,1,0,0
2688,3,0,0
2689,6,0,0
2690,4,0,0
2691,1,0,0
2692,1,0,0
2693,5,5,1
2694,6,2,0
2695,3,0,0
2696,8,2,0
2697,3,0,0
2698,4,0,0
2699,1,0,0
2700,7,7,1
2701,4,2,0
2702,9,3,0
2703,8,2,0
2704,8,2,0
2705,4,2,0
2706,5,7,0
2707,5,5,1
2708,6,0,0
2709,7,7,1
2710,3,0,0
2711,9,7,0
2712,1,0,0
2713,0,0,1
2714,5,5,1
2715,3,0,0
2716,7,7,1
2717,0,0,1
2718,1,0,0
2719,1,0,0
2720,8,7,0
2721,3,0,0
2722,2,3,0
2723,0,0,1
2724,5,7,0
2725,9,7,0
2726,6,0,0
2727,3,0,0
2728,8,7,0
2729,1,0,0
2730,0,0,1
2731,4,0,0
2732,6,0,0
2733,2,2,1
2734,4,0,0
2735,8,2,0
2736,3,3,1
2737,4,0,0
2738,2,3,0
2739,1,0,0
2740,9,2,0
2741,1,3,0
2742,7,7,1
2743,9,3,0
2744,5,5,1
2745,7,7,1
2746,6,3,0
2747,1,0,0
2748,5,5,1
2749,8,0,0
2750,8,0,0
2751,2,3,0
2752,6,2,0
2753,4,3,0
2754,6,0,0
2755,3,0,0
2756,1,0,0
2757,6,3,0
2758,4,0,0
2759,0,0,1
2760,3,0,0
2761,9,7,0
2762,8,2,0
2763,4,3,0
2764,0,0,1
2765,8,0,0
2766,4,0,0
2767,3,0,0
2768,9,7,0
2769,7,7,1
2770,1,0,0
2771,1,0,0
2772,7,7,1
2773,5,5,1
2774,1,0,0
2775,9,2,0
2776,4,0,0
2777,4,2,0
2778,2,0,0
2779,4,0,0
2780,8,7,0
2781,6,0,0
2782,7,7,1
2783,1,0,0
2784,3,0,0
2785,0,0,1
2786,7,7,1
2787,3,0,0
2788,5,7,0
2789,8,0,0
2790,1,0,0
2791,4,0,0
2792,2,2,1
2793,3,0,0
2794,4,2,0
2795,8,2,0
2796,8,0,0
2797,8,3,0
2798,4,0,0
2799,8,2,0
2800,1,0,0
2801,8,2,0
2802,9,7,0
2803,3,0,0
2804,0,0,1
2805,6,0,0
2806,0,0,1
2807,2,5,0
2808,9,2,0
2809,7,7,1
2810,3,0,0
2811,7,7,1
2812,0,0,1
2813,1,0,0
2814,3,0,0
2815,5,7,0
2816,9,2,0
2817,3,2,0
2818,0,0,1
2819,5,7,0
2820,0,0,1
2821,5,5,1
2822,8,0,0
2823,7,7,1
2824,3,0,0
2825,6,0,0
2826,2,3,0
2827,8,2,0
2828,0,0,1
2829,0,0,1
2830,9,2,0
2831,3,0,0
2832,0,0,1
2833,5,5,1
2834,8,7,0
2835,1,0,0
2836,1,0,0
2837,2,3,0
2838,6,0,0
2839,6,0,0
2840,6,0,0
2841,8,7,0
2842,6,0,0
2843,6,2,0
2844,3,0,0
2845,3,0,0
2846,9,2,0
2847,5,7,0
2848,4,2,0
2849,3,0,0
2850,3,0,0
2851,1,0,0
2852,8,2,0
2853,1,0,0
2854,5,5,1
2855,2,2,1
2856,6,0,0
2857,0,0,1
2858,7,7,1
2859,9,3,0
2860,3,0,0
2861,2,2,1
2862,7,7,1
2863,1,0,0
2864,7,7,1
2865,6,0,0
2866,1,0,0
2867,6,0,0
2868,2,2,1
2869,6,2,0
2870,6,2,0
2871,7,7,1
2872,0,5,0
2873,4,2,0
2874,9,7,0
2875,3,0,0
2876,2,2,1
2877,5,5,1
2878,0,0,1
2879,8,0,0
2880,6,0,0
2881,2,2,1
2882,6,2,0
2883,7,5,0
2884,4,5,0
2885,2,3,0
2886,1,0,0
2887,1,0,0
2888,0,0,1
2889,3,0,0
2890,5,5,1
2891,5,7,0
2892,2,2,1
2893,6,0,0
2894,2,0,0
2895,1,0,0
2896,8,2,0
2897,0,0,1
2898,3,0,0
2899,4,2,0
2900,3,0,0
2901,4,2,0
2902,2,2,1
2903,9,7,0
2904,2,0,0
2905,8,0,0
2906,9,7,0
2907,6,0,0
2908,2,0,0
2909,0,0,1
2910,6,0,0
2911,4,0,0
2912,5,5,1
2913,4,2,0
2914,7,7,1
2915,8,0,0
2916,1,0,0
2917,6,0,0
2918,3,0,0
2919,4,0,0
2920,2,0,0
2921,9,7,0
2922,4,2,0
2923,3,0,0
2924,5,7,0
2925,1,0,0
2926,2,2,1
2927,6,0,0
2928,0,0,1
2929,1,0,0
2930,1,0,0
2931,0,0,1
2932,2,3,0
2933,6,0,0
2934,9,5,0
2935,9,7,0
2936,0,0,1
2937,1,0,0
2938,2,2,1
2939,4,2,0
2940,6,0,0
2941,7,7,1
2942,6,2,0
2943,1,0,0
2944,1,0,0
2945,7,7,1
2946,7,7,1
2947,8,2,0
2948,7,7,1
2949,6,0,0
2950,5,7,0
2951,1,0,0
2952,7,7,1
2953,0,3,0
2954,0,0,1
2955,9,7,0
2956,2,3,0
2957,1,0,0
2958,6,0,0
2959,2,0,0
2960,2,3,0
2961,5,5,1
2962,8,2,0
2963,5,5,1
2964,2,5,0
2965,7,7,1
2966,8,3,0
2967,4,3,0
2968,0,0,1
2969,9,7,0
2970,0,0,1
2971,8,7,0
2972,1,0,0
2973,3,0,0
2974,8,0,0
2975,2,0,0
2976,8,2,0
2977,2,2,1
2978,0,0,1
2979,6,0,0
2980,3,0,0
2981,8,0,0
2982,7,7,1
2983,8,2,0
2984,2,3,0
2985,6,2,0
2986,6,0,0
2987,6,0,0
2988,0,0,1
2989,4,3,0
2990,5,7,0
2991,3,0,0
2992,4,0,0
2993,1,0,0
2994,1,0,0
2995,9,2,0
2996,7,7,1
2997,0,0,1
2998,6,2,0
2999,2,0,0
3000,1,0,0
3001,4,2,0
3002,2,2,1
3003,7,7,1
3004,7,7,1
3005,1,0,0
3006,8,0,0
3007,3,0,0
3008,8,0,0
3009,7,7,1
3010,9,7,0
3011,8,7,0
3012,7,7,1
3013,2,2,1
3014,7,7,1
3015,9,7,0
3016,7,7,1
3017,2,2,1
3018,2,2,1
3019,3,0,0
3020,6,0,0
3021,3,0,0
3022,3,0,0
3023,9,7,0
3024,1,0,0
3025,1,0,0
3026,4,2,0
3027,8,0,0
3028,0,0,1
3029,9,2,0
3030,7,7,1
3031,5,5,1
3032,2,0,0
3033,8,7,0
3034,8,2,0
3035,3,0,0
3036,6,0,0
3037,3,0,0
3038,0,3,0
3039,8,0,0
3040,2,2,1
3041,2,2,1
3042,5,5,1
3043,9,2,0
3044,2,0,0
3045,6,0,0
3046,8,3,0
3047,3,0,0
3048,2,3,0
3049,8,3,0
3050,3,0,0
3051,3,0,0
3052,1,3,0
3053,1,3,0
3054,3,0,0
3055,0,0,1
3056,1,0,0
3057,8,2,0
3058,4,2,0
3059,1,3,0
3060,5,5,1
3061,8,0,0
3062,1,0,0
3063,5,5,1
3064,8,2,0
3065,0,0,1
3066,7,7,1
3067,8,2,0
3068,7,7,1
3069,5,5,1
3070,9,0,0
3071,5,5,1
3072,5,7,0
3073,3,0,0
3074,0,0,1
3075,7,7,1
3076,8,0,0
3077,4,0,0
3078,5,7,0
3079,1,0,0
3080,6,0,0
3081,4,0,0
3082,2,5,0
3083,4,2,0
3084,4,0,0
3085,7,7,1
3086,7,7,1
3087,9,7,0
3088,7,7,1
3089,2,2,1
3090,5,5,1
3091,8,3,0
3092,5,7,0
3093,8,3,0
3094,5,5,1
3095,3,0,0
3096,0,0,1
3097,9,3,0
3098,7,7,1
3099,2,0,0
3100,0,0,1
3101,6,0,0
3102,8,7,0
3103,4,0,0
3104,0,0,1
3105,7,7,1
3106,3,0,0
3107,7,7,1
3108,6,5,0
3109,8,7,0
3110,4,5,0
3111,7,7,1
3112,0,0,1
3113,0,0,1
3114,4,2,0
3115,0,0,1
3116,6,2,0
3117,7,7,1
3118,8,2,0
3119,1,0,0
3120,3,0,0
3121,8,2,0
3122,1,0,0
3123,7,7,1
3124,3,0,0
3125,6,0,0
3126,1,0,0
3127,1,0,0
3128,6,0,0
3129,6,0,0
3130,9,0,0
3131,8,2,0
3132,0,2,0
3133,8,2,0
3134,2,3,0
3135,7,7,1
3136,7,7,1
3137,1,0,0
3138,3,0,0
3139,0,0,1
3140,3,0,0
3141,0,0,1
3142,7,7,1
3143,8,0,0
3144,7,7,1
3145,6,0,0
3146,5,5,1
3147,2,3,0
3148,6,0,0
3149,7,7,1
3150,5,7,0
3151,5,3,0
3152,8,2,0
3153,9,2,0
3154,7,7,1
3155,3,0,0
3156,2,3,0
3157,4,2,0
3158,8,2,0
3159,3,0,0
3160,9,5,0
3161,5,5,1
3162,7,7,1
3163,6,0,0
3164,2,0,0
3165,6,0,0
3166,7,7,1
3167,3,0,0
3168,8,2,0
3169,5,7,0
3170,1,0,0
3171,8,2,0
3172,9,5,0
3173,2,3,0
3174,6,3,0
3175,1,0,0
3176,4,0,0
3177,2,0,0
3178,7,7,1
3179,4,2,0
3180,0,0,1
3181,4,2,0
3182,4,3,0
3183,8,7,0
3184,9,7,0
3185,7,7,1
3186,9,0,0
3187,2,0,0
3188,6,5,0
3189,8,0,0
3190,2,2,1
3191,6,0,0
3192,0,0,1
3193,6,0,0
3194,3,0,0
3195,4,0,0
3196,1,0,0
3197,5,7,0
3198,6,0,0
3199,7,7,1
3200,5,7,0
3201,0,0,1
3202,7,7,1
3203,6,0,0
3204,2,2,1
3205,0,0,1
3206,5,7,0
3207,1,0,0
3208,1,0,0
3209,3,0,0
3210,7,7,1
3211,3,0,0
3212,8,0,0
3213,8,2,0
3214,7,7,1
3215,5,7,0
