,true_value,is_correct,predicted_value
1360,4,1,4.0
1361,2,1,2.0
1362,4,1,4.0
1363,5,1,5.0
1364,0,1,0.0
1365,2,1,2.0
1366,8,0,7.0
1367,3,1,3.0
1368,7,0,9.0
1369,6,1,6.0
1370,4,1,4.0
1371,0,1,0.0
1372,0,1,0.0
1373,5,0,7.0
1374,2,0,4.0
1375,8,1,8.0
1376,2,1,2.0
1377,4,1,4.0
1378,3,1,3.0
1379,0,1,0.0
1380,2,1,2.0
1381,1,1,1.0
1382,7,1,7.0
1383,7,1,7.0
1384,5,1,5.0
1385,4,1,4.0
1386,7,1,7.0
1387,2,0,4.0
1388,4,1,4.0
1389,7,1,7.0
1390,3,0,1.0
1391,3,1,3.0
1392,1,1,1.0
1393,3,1,3.0
1394,3,1,3.0
1395,6,1,6.0
1396,6,0,0.0
1397,1,1,1.0
1398,7,1,7.0
1399,0,0,4.0
1400,4,1,4.0
1401,7,1,7.0
1402,1,1,1.0
1403,0,1,0.0
1404,6,1,6.0
1405,5,1,5.0
1406,8,1,8.0
1407,4,1,4.0
1408,4,0,2.0
1409,7,1,7.0
1410,9,1,9.0
1411,5,1,5.0
1412,0,1,0.0
1413,7,1,7.0
1414,9,1,9.0
1415,5,1,5.0
1416,1,1,1.0
1417,2,1,2.0
1418,9,1,9.0
1419,5,1,5.0
1420,5,1,5.0
1421,3,1,3.0
1422,9,1,9.0
1423,9,1,9.0
1424,1,1,1.0
1425,2,1,2.0
1426,7,1,7.0
1427,8,1,8.0
1428,0,1,0.0
1429,1,1,1.0
1430,7,1,7.0
1431,2,0,4.0
1432,7,1,7.0
1433,1,1,1.0
1434,1,1,1.0
1435,5,1,5.0
1436,5,1,5.0
1437,6,0,4.0
1438,4,1,4.0
1439,5,1,5.0
1440,9,1,9.0
1441,5,1,5.0
1442,5,1,5.0
1443,2,1,2.0
1444,3,1,3.0
1445,9,1,9.0
1446,3,1,3.0
1447,8,1,8.0
1448,5,1,5.0
1449,2,0,4.0
1450,0,1,0.0
1451,0,1,0.0
1452,0,1,0.0
1453,5,1,5.0
1454,7,1,7.0
1455,8,0,6.0
1456,5,1,5.0
1457,2,1,2.0
1458,6,0,0.0
1459,4,1,4.0
1460,4,1,4.0
1461,7,1,7.0
1462,4,0,8.0
1463,0,1,0.0
1464,5,1,5.0
1465,1,1,1.0
1466,7,1,7.0
1467,2,1,2.0
1468,3,1,3.0
1469,6,1,6.0
1470,8,1,8.0
1471,9,0,5.0
1472,8,1,8.0
1473,7,1,7.0
1474,1,1,1.0
1475,2,1,2.0
1476,3,1,3.0
1477,2,1,2.0
1478,9,1,9.0
1479,7,1,7.0
1480,5,1,5.0
1481,6,0,3.0
1482,1,0,3.0
1483,0,1,0.0
1484,7,1,7.0
1485,1,1,1.0
1486,2,1,2.0
1487,6,1,6.0
1488,9,1,9.0
1489,3,0,0.0
1490,6,1,6.0
1491,4,1,4.0
1492,4,1,4.0
1493,3,1,3.0
1494,0,1,0.0
1495,0,1,0.0
1496,6,0,2.0
1497,3,1,3.0
1498,6,0,4.0
1499,1,1,1.0
1500,3,1,3.0
1501,5,0,7.0
1502,6,0,4.0
1503,5,1,5.0
1504,0,1,0.0
1505,9,1,9.0
1506,1,1,1.0
1507,1,1,1.0
1508,8,1,8.0
1509,2,0,6.0
1510,9,1,9.0
1511,5,1,5.0
1512,0,1,0.0
1513,5,0,7.0
1514,4,1,4.0
1515,6,1,6.0
1516,7,1,7.0
1517,1,1,1.0
1518,1,1,1.0
1519,5,1,5.0
1520,3,1,3.0
1521,8,1,8.0
1522,9,0,7.0
1523,8,1,8.0
1524,3,1,3.0
1525,8,1,8.0
1526,9,1,9.0
1527,2,0,6.0
1528,6,0,2.0
1529,1,1,1.0
1530,1,1,1.0
1531,3,1,3.0
1532,5,1,5.0
1533,2,0,0.0
1534,7,1,7.0
1535,1,1,1.0
1536,9,1,9.0
1537,9,0,0.0
1538,2,1,2.0
1539,2,0,4.0
1540,7,1,7.0
1541,0,1,0.0
1542,1,1,1.0
1543,3,1,3.0
1544,9,1,9.0
1545,6,0,4.0
1546,3,1,3.0
1547,7,1,7.0
1548,2,1,2.0
1549,8,1,8.0
1550,1,1,1.0
1551,8,1,8.0
1552,0,1,0.0
1553,7,1,7.0
1554,9,1,9.0
1555,8,1,8.0
1556,5,1,5.0
1557,8,1,8.0
1558,2,1,2.0
1559,6,0,0.0
1560,4,1,4.0
1561,0,1,0.0
1562,6,0,2.0
1563,5,1,5.0
1564,8,1,8.0
1565,3,1,3.0
1566,8,1,8.0
1567,7,1,7.0
1568,5,0,7.0
1569,7,1,7.0
1570,3,1,3.0
1571,7,1,7.0
1572,0,1,0.0
1573,7,1,7.0
1574,0,1,0.0
1575,2,0,4.0
1576,2,0,4.0
1577,5,1,5.0
1578,3,1,3.0
1579,5,1,5.0
1580,1,1,1.0
1581,1,1,1.0
1582,7,1,7.0
1583,7,1,7.0
1584,6,1,6.0
1585,3,0,0.0
1586,0,0,6.0
1587,4,1,4.0
1588,2,0,6.0
1589,8,1,8.0
1590,6,0,4.0
1591,3,0,4.0
1592,1,1,1.0
1593,4,0,2.0
1594,9,1,9.0
1595,9,1,9.0
1596,4,1,4.0
1597,5,1,5.0
1598,2,1,2.0
1599,2,1,2.0
1600,7,1,7.0
1601,8,1,8.0
1602,0,1,0.0
1603,7,1,7.0
1604,9,1,9.0
1605,1,1,1.0
1606,2,1,2.0
1607,9,1,9.0
1608,4,1,4.0
1609,7,0,9.0
1610,3,1,3.0
1611,4,1,4.0
1612,3,1,3.0
1613,3,1,3.0
1614,1,1,1.0
1615,8,1,8.0
1616,8,0,7.0
1617,5,0,7.0
1618,3,1,3.0
1619,8,1,8.0
1620,6,0,4.0
1621,3,1,3.0
1622,4,1,4.0
1623,3,1,3.0
1624,2,1,2.0
1625,0,1,0.0
1626,2,1,2.0
1627,7,1,7.0
1628,3,1,3.0
1629,6,0,2.0
1630,8,1,8.0
1631,3,1,3.0
1632,9,0,7.0
1633,7,1,7.0
1634,3,1,3.0
1635,1,1,1.0
1636,7,1,7.0
1637,5,1,5.0
1638,8,1,8.0
1639,8,1,8.0
1640,2,0,4.0
1641,0,1,0.0
1642,6,0,8.0
1643,6,0,4.0
1644,4,1,4.0
1645,6,0,8.0
1646,5,0,9.0
1647,7,1,7.0
1648,0,1,0.0
1649,6,1,6.0
1650,6,0,0.0
1651,7,1,7.0
1652,7,1,7.0
1653,3,0,1.0
1654,9,1,9.0
1655,2,0,4.0
1656,5,1,5.0
1657,9,1,9.0
1658,7,1,7.0
1659,1,0,3.0
1660,7,1,7.0
1661,2,0,4.0
1662,4,1,4.0
1663,5,1,5.0
1664,1,1,1.0
1665,3,0,4.0
1666,5,1,5.0
1667,4,1,4.0
1668,5,1,5.0
1669,0,1,0.0
1670,4,1,4.0
1671,4,0,2.0
1672,1,1,1.0
1673,4,1,4.0
1674,4,1,4.0
1675,8,1,8.0
1676,4,1,4.0
1677,5,1,5.0
1678,9,1,9.0
1679,4,1,4.0
1680,1,1,1.0
1681,1,1,1.0
1682,7,1,7.0
1683,2,1,2.0
1684,3,1,3.0
1685,5,1,5.0
1686,0,1,0.0
1687,3,1,3.0
1688,9,1,9.0
1689,7,1,7.0
1690,5,0,9.0
1691,3,1,3.0
1692,8,0,7.0
1693,8,1,8.0
1694,8,1,8.0
1695,9,1,9.0
1696,1,1,1.0
1697,1,1,1.0
1698,6,0,4.0
1699,3,1,3.0
1700,1,1,1.0
1701,6,0,4.0
1702,3,1,3.0
1703,4,1,4.0
1704,9,1,9.0
1705,9,1,9.0
1706,6,0,0.0
1707,0,1,0.0
1708,6,0,4.0
1709,9,1,9.0
1710,4,1,4.0
1711,9,1,9.0
1712,6,0,0.0
1713,6,0,4.0
1714,1,0,0.0
1715,8,1,8.0
1716,9,1,9.0
1717,2,1,2.0
1718,9,1,9.0
1719,4,1,4.0
1720,8,1,8.0
1721,0,1,0.0
1722,7,1,7.0
1723,2,1,2.0
1724,3,1,3.0
1725,6,0,0.0
1726,2,0,4.0
1727,5,1,5.0
1728,6,1,6.0
1729,1,1,1.0
1730,9,1,9.0
1731,0,1,0.0
1732,2,0,4.0
1733,2,1,2.0
1734,9,1,9.0
1735,9,1,9.0
1736,0,1,0.0
1737,8,1,8.0
1738,3,1,3.0
1739,6,0,0.0
1740,6,1,6.0
1741,6,0,4.0
1742,0,1,0.0
1743,2,0,4.0
1744,6,0,2.0
1745,6,0,2.0
1746,6,0,0.0
1747,5,1,5.0
1748,0,1,0.0
1749,2,1,2.0
1750,7,1,7.0
1751,8,1,8.0
1752,7,1,7.0
1753,4,1,4.0
1754,6,0,0.0
1755,6,0,0.0
1756,6,0,0.0
1757,5,1,5.0
1758,2,1,2.0
1759,4,1,4.0
1760,2,1,2.0
1761,9,1,9.0
1762,5,1,5.0
1763,2,1,2.0
1764,6,1,6.0
1765,7,1,7.0
1766,0,1,0.0
1767,1,1,1.0
1768,9,0,7.0
1769,5,1,5.0
1770,5,1,5.0
1771,6,0,0.0
1772,7,1,7.0
1773,7,1,7.0
1774,5,1,5.0
1775,0,1,0.0
1776,5,1,5.0
1777,0,1,0.0
1778,8,1,8.0
1779,4,1,4.0
1780,7,1,7.0
1781,9,1,9.0
1782,8,1,8.0
1783,2,0,4.0
1784,4,1,4.0
1785,7,0,5.0
1786,3,1,3.0
1787,3,1,3.0
1788,7,1,7.0
1789,7,1,7.0
1790,7,1,7.0
1791,8,1,8.0
1792,4,0,2.0
1793,9,1,9.0
1794,5,1,5.0
1795,7,1,7.0
1796,6,1,6.0
1797,5,1,5.0
1798,7,0,9.0
1799,5,1,5.0
1800,1,1,1.0
1801,3,1,3.0
1802,0,1,0.0
1803,4,1,4.0
1804,9,1,9.0
1805,9,1,9.0
1806,8,1,8.0
1807,3,1,3.0
1808,7,1,7.0
1809,0,1,0.0
1810,3,0,4.0
1811,4,1,4.0
1812,9,1,9.0
1813,3,1,3.0
1814,4,0,3.0
1815,1,1,1.0
1816,7,0,9.0
1817,9,0,7.0
1818,1,1,1.0
1819,5,0,3.0
1820,7,1,7.0
1821,2,0,4.0
1822,7,1,7.0
1823,6,0,4.0
1824,5,1,5.0
1825,5,0,7.0
1826,3,0,0.0
1827,7,1,7.0
1828,5,1,5.0
1829,5,1,5.0
1830,4,1,4.0
1831,0,1,0.0
1832,7,1,7.0
1833,3,0,4.0
1834,3,1,3.0
1835,2,1,2.0
1836,0,1,0.0
1837,2,0,4.0
1838,9,1,9.0
1839,9,1,9.0
1840,0,1,0.0
1841,3,0,4.0
1842,0,1,0.0
1843,8,1,8.0
1844,3,1,3.0
1845,8,1,8.0
1846,8,1,8.0
1847,4,1,4.0
1848,4,1,4.0
1849,1,1,1.0
1850,8,1,8.0
1851,2,0,4.0
1852,3,0,8.0
1853,5,0,7.0
1854,0,1,0.0
1855,4,0,2.0
1856,4,1,4.0
1857,3,1,3.0
1858,0,1,0.0
1859,0,1,0.0
1860,1,1,1.0
1861,0,1,0.0
1862,8,1,8.0
1863,4,1,4.0
1864,9,1,9.0
1865,0,1,0.0
1866,7,1,7.0
1867,0,0,6.0
1868,7,1,7.0
1869,7,1,7.0
1870,1,1,1.0
1871,5,1,5.0
1872,8,1,8.0
1873,7,1,7.0
1874,2,1,2.0
1875,9,1,9.0
1876,9,1,9.0
1877,1,1,1.0
1878,2,1,2.0
1879,4,1,4.0
1880,1,1,1.0
1881,1,1,1.0
1882,1,1,1.0
1883,8,1,8.0
1884,8,1,8.0
1885,1,1,1.0
1886,3,1,3.0
1887,7,1,7.0
1888,5,1,5.0
1889,2,1,2.0
1890,0,1,0.0
1891,8,1,8.0
1892,4,1,4.0
1893,8,1,8.0
1894,9,1,9.0
1895,4,0,2.0
1896,1,1,1.0
1897,3,1,3.0
1898,1,1,1.0
1899,9,1,9.0
1900,8,1,8.0
1901,1,1,1.0
1902,1,1,1.0
1903,1,1,1.0
1904,8,1,8.0
1905,0,1,0.0
1906,9,1,9.0
1907,9,1,9.0
1908,7,1,7.0
1909,6,1,6.0
1910,0,1,0.0
1911,4,1,4.0
1912,2,1,2.0
1913,1,1,1.0
1914,1,1,1.0
1915,7,1,7.0
1916,9,1,9.0
1917,4,0,2.0
1918,2,1,2.0
1919,0,1,0.0
1920,3,1,3.0
1921,6,1,6.0
1922,6,0,4.0
1923,8,1,8.0
1924,1,1,1.0
1925,7,0,9.0
1926,2,1,2.0
1927,4,1,4.0
1928,2,0,4.0
1929,2,1,2.0
1930,3,0,4.0
1931,8,1,8.0
1932,7,1,7.0
1933,1,1,1.0
1934,8,1,8.0
1935,5,0,7.0
1936,5,1,5.0
1937,7,1,7.0
1938,7,1,7.0
1939,6,0,2.0
1940,6,0,4.0
1941,2,1,2.0
1942,9,1,9.0
1943,6,0,0.0
1944,6,1,6.0
1945,0,0,3.0
1946,5,1,5.0
1947,5,1,5.0
1948,0,1,0.0
1949,2,1,2.0
1950,1,1,1.0
1951,0,1,0.0
1952,3,1,3.0
1953,5,0,7.0
1954,9,1,9.0
1955,1,0,3.0
1956,7,1,7.0
1957,2,0,4.0
1958,5,1,5.0
1959,7,1,7.0
1960,9,1,9.0
1961,8,1,8.0
1962,9,1,9.0
1963,1,1,1.0
1964,2,0,4.0
1965,8,1,8.0
1966,3,1,3.0
1967,2,1,2.0
1968,3,0,0.0
1969,6,1,6.0
1970,0,1,0.0
1971,8,1,8.0
1972,3,1,3.0
1973,8,1,8.0
1974,6,0,0.0
1975,8,0,4.0
1976,6,1,6.0
1977,0,1,0.0
1978,8,1,8.0
1979,8,1,8.0
1980,8,0,3.0
1981,2,1,2.0
1982,9,1,9.0
1983,3,1,3.0
1984,2,1,2.0
1985,0,1,0.0
1986,8,1,8.0
1987,5,1,5.0
1988,7,0,9.0
1989,0,1,0.0
1990,1,0,3.0
1991,1,1,1.0
1992,1,1,1.0
1993,9,1,9.0
1994,5,1,5.0
1995,1,1,1.0
1996,3,1,3.0
1997,3,1,3.0
1998,6,0,4.0
1999,0,1,0.0
2000,8,1,8.0
2001,2,0,3.0
2002,1,1,1.0
2003,3,1,3.0
2004,8,1,8.0
2005,8,1,8.0
2006,6,0,0.0
2007,7,1,7.0
2008,5,0,7.0
2009,6,0,0.0
2010,6,0,4.0
2011,7,1,7.0
2012,3,1,3.0
2013,3,1,3.0
2014,2,1,2.0
2015,4,1,4.0
2016,6,0,2.0
2017,5,1,5.0
2018,5,0,7.0
2019,4,1,4.0
2020,2,0,4.0
2021,3,0,1.0
2022,7,0,9.0
2023,1,1,1.0
2024,1,1,1.0
2025,7,1,7.0
2026,3,1,3.0
2027,8,1,8.0
2028,7,1,7.0
2029,2,1,2.0
2030,2,1,2.0
2031,9,1,9.0
2032,3,1,3.0
2033,9,1,9.0
2034,9,1,9.0
2035,0,1,0.0
2036,1,1,1.0
2037,5,0,7.0
2038,1,1,1.0
2039,2,0,4.0
2040,8,1,8.0
2041,1,1,1.0
2042,4,0,2.0
2043,9,1,9.0
2044,3,1,3.0
2045,4,1,4.0
2046,0,1,0.0
2047,0,1,0.0
2048,7,0,9.0
2049,6,1,6.0
2050,9,1,9.0
2051,9,1,9.0
2052,5,0,7.0
2053,5,0,7.0
2054,7,1,7.0
2055,0,1,0.0
2056,9,1,9.0
2057,3,1,3.0
2058,3,1,3.0
2059,6,0,0.0
2060,9,1,9.0
2061,8,1,8.0
2062,4,0,3.0
2063,2,0,4.0
2064,2,1,2.0
2065,3,0,1.0
2066,9,1,9.0
2067,4,1,4.0
2068,3,1,3.0
2069,6,0,2.0
2070,7,1,7.0
2071,3,0,4.0
2072,0,1,0.0
2073,4,0,3.0
2074,8,1,8.0
2075,1,1,1.0
2076,8,1,8.0
2077,7,1,7.0
2078,3,1,3.0
2079,4,1,4.0
2080,5,0,7.0
2081,2,0,4.0
2082,2,1,2.0
2083,9,1,9.0
2084,1,1,1.0
2085,9,0,7.0
2086,4,1,4.0
2087,9,1,9.0
2088,1,1,1.0
2089,6,1,6.0
2090,2,1,2.0
2091,8,0,6.0
2092,8,1,8.0
2093,7,1,7.0
2094,7,1,7.0
2095,7,1,7.0
2096,7,1,7.0
2097,2,1,2.0
2098,6,1,6.0
2099,0,1,0.0
2100,7,1,7.0
2101,5,1,5.0
2102,8,1,8.0
2103,5,1,5.0
2104,6,0,0.0
2105,0,1,0.0
2106,2,0,3.0
2107,4,1,4.0
2108,9,1,9.0
2109,2,1,2.0
2110,6,0,4.0
2111,1,0,3.0
2112,1,1,1.0
2113,9,1,9.0
2114,3,1,3.0
2115,1,1,1.0
2116,2,1,2.0
2117,2,1,2.0
2118,2,0,8.0
2119,3,1,3.0
2120,7,0,9.0
2121,5,1,5.0
2122,7,1,7.0
2123,4,1,4.0
2124,4,1,4.0
2125,4,1,4.0
2126,1,1,1.0
2127,2,1,2.0
2128,3,1,3.0
2129,5,1,5.0
2130,4,1,4.0
2131,2,0,8.0
2132,9,1,9.0
2133,1,1,1.0
2134,5,1,5.0
2135,9,1,9.0
2136,3,1,3.0
2137,6,0,4.0
2138,6,0,2.0
2139,4,1,4.0
2140,0,1,0.0
2141,1,1,1.0
2142,7,1,7.0
2143,7,1,7.0
2144,4,0,6.0
2145,6,0,4.0
2146,7,1,7.0
2147,7,1,7.0
2148,3,1,3.0
2149,0,1,0.0
2150,4,1,4.0
2151,3,1,3.0
2152,2,0,4.0
2153,7,1,7.0
2154,8,1,8.0
2155,7,1,7.0
2156,2,1,2.0
2157,8,1,8.0
2158,0,1,0.0
2159,8,1,8.0
2160,7,1,7.0
2161,4,1,4.0
2162,6,0,4.0
2163,2,1,2.0
2164,7,1,7.0
2165,0,1,0.0
2166,9,1,9.0
2167,9,1,9.0
2168,3,1,3.0
2169,1,1,1.0
2170,5,1,5.0
2171,9,1,9.0
2172,3,1,3.0
2173,1,1,1.0
2174,0,1,0.0
2175,3,1,3.0
2176,3,1,3.0
2177,5,1,5.0
2178,9,1,9.0
2179,7,1,7.0
2180,9,1,9.0
2181,8,0,2.0
2182,3,1,3.0
2183,5,1,5.0
2184,9,1,9.0
2185,3,1,3.0
2186,7,1,7.0
2187,9,1,9.0
2188,3,1,3.0
2189,4,1,4.0
2190,6,0,0.0
2191,6,0,0.0
2192,5,1,5.0
2193,7,1,7.0
2194,7,1,7.0
2195,6,0,2.0
2196,3,1,3.0
2197,5,0,7.0
2198,3,1,3.0
2199,1,1,1.0
2200,1,1,1.0
2201,9,1,9.0
2202,4,1,4.0
2203,3,1,3.0
2204,9,1,9.0
2205,5,1,5.0
2206,5,1,5.0
2207,7,1,7.0
2208,2,1,2.0
2209,4,1,4.0
2210,9,1,9.0
2211,0,1,0.0
2212,2,1,2.0
2213,1,1,1.0
2214,9,1,9.0
2215,7,1,7.0
2216,1,1,1.0
2217,5,1,5.0
2218,0,1,0.0
2219,5,0,9.0
2220,5,1,5.0
2221,0,0,3.0
2222,3,1,3.0
2223,5,0,0.0
2224,0,1,0.0
2225,3,1,3.0
2226,3,1,3.0
2227,7,1,7.0
2228,4,1,4.0
2229,2,1,2.0
2230,6,1,6.0
2231,8,1,8.0
2232,5,1,5.0
2233,9,1,9.0
2234,2,1,2.0
2235,1,1,1.0
2236,0,1,0.0
2237,5,1,5.0
2238,5,1,5.0
2239,8,1,8.0
2240,5,1,5.0
2241,3,1,3.0
2242,7,1,7.0
2243,4,1,4.0
2244,4,1,4.0
2245,3,1,3.0
2246,9,1,9.0
2247,6,0,0.0
2248,0,1,0.0
2249,0,1,0.0
2250,9,1,9.0
2251,1,1,1.0
2252,4,1,4.0
2253,3,1,3.0
2254,1,1,1.0
2255,5,1,5.0
2256,3,1,3.0
2257,8,1,8.0
2258,5,1,5.0
2259,1,1,1.0
2260,1,1,1.0
2261,2,1,2.0
2262,9,1,9.0
2263,4,1,4.0
2264,0,1,0.0
2265,5,1,5.0
2266,2,0,0.0
2267,8,1,8.0
2268,0,1,0.0
2269,2,1,2.0
2270,9,1,9.0
2271,8,1,8.0
2272,2,0,4.0
2273,4,1,4.0
2274,8,1,8.0
2275,3,1,3.0
2276,8,1,8.0
2277,0,1,0.0
2278,2,1,2.0
2279,0,0,8.0
2280,0,1,0.0
2281,4,1,4.0
2282,8,1,8.0
2283,5,1,5.0
2284,4,1,4.0
2285,9,1,9.0
2286,0,1,0.0
2287,9,1,9.0
2288,5,1,5.0
2289,8,1,8.0
2290,6,0,0.0
2291,9,1,9.0
2292,1,1,1.0
2293,2,0,4.0
2294,7,1,7.0
2295,2,1,2.0
2296,1,1,1.0
2297,6,0,2.0
2298,6,0,0.0
2299,0,1,0.0
2300,6,0,4.0
2301,5,1,5.0
2302,0,1,0.0
2303,4,1,4.0
2304,8,1,8.0
2305,5,0,7.0
2306,5,1,5.0
2307,2,1,2.0
2308,0,1,0.0
2309,3,0,4.0
2310,8,1,8.0
2311,6,0,0.0
2312,3,0,0.0
2313,1,1,1.0
2314,9,1,9.0
2315,2,1,2.0
2316,9,0,7.0
2317,7,1,7.0
2318,3,0,4.0
2319,6,0,0.0
2320,4,1,4.0
2321,8,1,8.0
2322,3,1,3.0
2323,4,1,4.0
2324,8,1,8.0
2325,5,1,5.0
2326,6,0,4.0
2327,8,1,8.0
2328,3,1,3.0
2329,3,1,3.0
2330,1,1,1.0
2331,4,1,4.0
2332,2,0,4.0
2333,0,1,0.0
2334,4,1,4.0
2335,9,1,9.0
2336,0,1,0.0
2337,2,0,4.0
2338,1,1,1.0
2339,9,1,9.0
2340,9,1,9.0
2341,8,1,8.0
2342,1,1,1.0
2343,8,1,8.0
2344,8,1,8.0
2345,3,1,3.0
2346,3,1,3.0
2347,3,1,3.0
2348,8,1,8.0
2349,5,1,5.0
2350,9,1,9.0
2351,6,0,4.0
2352,6,0,4.0
2353,8,1,8.0
2354,7,1,7.0
2355,0,1,0.0
2356,3,1,3.0
2357,0,1,0.0
2358,0,1,0.0
2359,0,1,0.0
2360,5,0,7.0
2361,7,1,7.0
2362,5,1,5.0
2363,0,1,0.0
2364,7,1,7.0
2365,9,1,9.0
2366,1,1,1.0
2367,6,0,8.0
2368,4,1,4.0
2369,8,1,8.0
2370,9,1,9.0
2371,3,1,3.0
2372,5,1,5.0
2373,6,0,2.0
2374,0,1,0.0
2375,4,1,4.0
2376,4,1,4.0
2377,7,1,7.0
2378,8,1,8.0
2379,9,1,9.0
2380,1,1,1.0
2381,8,1,8.0
2382,2,0,1.0
2383,5,1,5.0
2384,5,1,5.0
2385,3,1,3.0
2386,1,1,1.0
2387,1,1,1.0
2388,8,1,8.0
2389,8,1,8.0
2390,3,1,3.0
2391,0,1,0.0
2392,7,1,7.0
2393,0,1,0.0
2394,1,1,1.0
2395,8,1,8.0
2396,1,0,3.0
2397,6,0,0.0
2398,4,1,4.0
2399,9,0,5.0
2400,8,1,8.0
2401,9,1,9.0
2402,8,1,8.0
2403,8,1,8.0
2404,6,0,4.0
2405,9,1,9.0
2406,1,1,1.0
2407,8,1,8.0
2408,4,1,4.0
2409,2,0,4.0
2410,7,1,7.0
2411,7,1,7.0
2412,0,1,0.0
2413,5,1,5.0
2414,1,1,1.0
2415,1,1,1.0
2416,0,1,0.0
2417,6,0,0.0
2418,4,1,4.0
2419,3,1,3.0
2420,0,1,0.0
2421,4,1,4.0
2422,3,1,3.0
2423,5,0,7.0
2424,1,1,1.0
2425,6,0,4.0
2426,3,1,3.0
2427,3,1,3.0
2428,4,0,2.0
2429,4,1,4.0
2430,5,1,5.0
2431,6,0,0.0
2432,9,1,9.0
2433,8,1,8.0
2434,3,1,3.0
2435,3,1,3.0
2436,1,1,1.0
2437,0,1,0.0
2438,2,0,4.0
2439,1,1,1.0
2440,4,1,4.0
2441,4,1,4.0
2442,4,1,4.0
2443,8,1,8.0
2444,4,1,4.0
2445,9,1,9.0
2446,0,1,0.0
2447,9,1,9.0
2448,9,1,9.0
2449,5,1,5.0
2450,0,0,3.0
2451,6,1,6.0
2452,0,1,0.0
2453,5,0,7.0
2454,0,1,0.0
2455,3,1,3.0
2456,9,1,9.0
2457,8,0,7.0
2458,3,1,3.0
2459,6,0,4.0
2460,1,1,1.0
2461,9,1,9.0
2462,4,1,4.0
2463,1,1,1.0
2464,6,0,0.0
2465,4,1,4.0
2466,5,1,5.0
2467,4,1,4.0
2468,1,1,1.0
2469,6,0,4.0
2470,8,1,8.0
2471,5,1,5.0
2472,9,1,9.0
2473,4,1,4.0
2474,5,1,5.0
2475,3,1,3.0
2476,8,0,3.0
2477,8,1,8.0
2478,1,0,3.0
2479,0,1,0.0
2480,6,1,6.0
2481,8,1,8.0
2482,9,1,9.0
2483,0,1,0.0
2484,5,1,5.0
2485,6,0,0.0
2486,2,1,2.0
2487,4,1,4.0
2488,9,1,9.0
2489,3,1,3.0
2490,2,1,2.0
2491,6,0,2.0
2492,8,1,8.0
2493,5,1,5.0
2494,9,1,9.0
2495,2,1,2.0
2496,3,1,3.0
2497,1,1,1.0
2498,6,0,3.0
2499,3,1,3.0
2500,6,0,2.0
2501,2,1,2.0
2502,7,1,7.0
2503,2,0,4.0
2504,1,1,1.0
2505,2,1,2.0
2506,0,0,6.0
2507,3,1,3.0
2508,0,0,3.0
2509,4,0,2.0
2510,8,1,8.0
2511,5,1,5.0
2512,0,1,0.0
2513,8,1,8.0
2514,5,0,7.0
2515,2,1,2.0
2516,7,1,7.0
2517,8,1,8.0
2518,1,1,1.0
2519,5,1,5.0
2520,9,1,9.0
2521,8,1,8.0
2522,0,1,0.0
2523,9,1,9.0
2524,0,1,0.0
2525,9,1,9.0
2526,3,1,3.0
2527,9,0,7.0
2528,5,1,5.0
2529,7,0,9.0
2530,9,1,9.0
2531,6,1,6.0
2532,0,1,0.0
2533,7,1,7.0
2534,1,1,1.0
2535,5,1,5.0
2536,5,1,5.0
2537,9,1,9.0
2538,5,1,5.0
2539,4,1,4.0
2540,6,0,4.0
2541,2,0,4.0
2542,4,1,4.0
2543,5,0,9.0
2544,9,1,9.0
2545,7,1,7.0
2546,4,1,4.0
2547,2,1,2.0
2548,2,0,6.0
2549,9,1,9.0
2550,9,1,9.0
2551,6,0,3.0
2552,2,0,4.0
2553,1,1,1.0
2554,3,1,3.0
2555,7,1,7.0
2556,1,1,1.0
2557,8,1,8.0
2558,7,1,7.0
2559,9,0,7.0
2560,1,1,1.0
2561,8,1,8.0
2562,9,1,9.0
2563,3,1,3.0
2564,7,1,7.0
2565,7,0,9.0
2566,7,1,7.0
2567,1,1,1.0
2568,7,1,7.0
2569,4,0,3.0
2570,4,1,4.0
2571,0,0,2.0
2572,2,1,2.0
2573,4,0,3.0
2574,5,1,5.0
2575,2,1,2.0
2576,8,1,8.0
2577,9,1,9.0
2578,6,0,0.0
2579,8,1,8.0
2580,6,0,0.0
2581,0,1,0.0
2582,7,1,7.0
2583,7,1,7.0
2584,5,1,5.0
2585,0,1,0.0
2586,1,1,1.0
2587,9,1,9.0
2588,6,1,6.0
2589,0,1,0.0
2590,4,1,4.0
2591,9,1,9.0
2592,2,1,2.0
2593,2,0,4.0
2594,6,1,6.0
2595,7,0,9.0
2596,1,1,1.0
2597,0,1,0.0
2598,5,1,5.0
2599,0,0,8.0
2600,7,1,7.0
2601,2,1,2.0
2602,8,1,8.0
2603,6,1,6.0
2604,3,1,3.0
2605,6,1,6.0
2606,1,1,1.0
2607,7,1,7.0
2608,4,0,3.0
2609,8,1,8.0
2610,7,1,7.0
2611,4,0,2.0
2612,1,1,1.0
2613,7,1,7.0
2614,8,1,8.0
2615,2,1,2.0
2616,4,1,4.0
2617,4,1,4.0
2618,4,1,4.0
2619,4,1,4.0
2620,1,1,1.0
2621,8,1,8.0
2622,6,0,4.0
2623,7,0,9.0
2624,2,0,4.0
2625,9,1,9.0
2626,4,1,4.0
2627,5,1,5.0
2628,0,1,0.0
2629,6,0,3.0
2630,3,1,3.0
